ln_deaths2,year
10.316027641296388,1979
10.29150104522705,1980
10.14854907989502,1981
10.114477157592772,1982
10.18263339996338,1983
10.021448135375977,1984
9.82951831817627,1985
9.758808135986328,1986
9.864435195922852,1987
9.540794372558594,1988
9.5901460647583,1989
9.535029411315918,1990
9.285819053649902,1991
8.891236305236816,1992
8.820551872253418,1993
8.585972785949707,1994
8.487146377563477,1995
8.342601776123047,1996
8.188133239746094,1997
